meter_id,timestamp,voltage,current,power,temperature,frequency,power_factor,is_anomaly
NRM-001,2025-01-02T14:00:00,226.44,1.09,0.227,40.47,49.814,0.92,0
NRM-001,2025-01-02T15:00:00,233.48,1.022,0.219,39.5,49.999,0.918,0
NRM-001,2025-01-02T16:00:00,241.2,1.221,0.273,37.27,49.931,0.927,0
NRM-001,2025-01-02T17:00:00,230.31,1.555,0.331,35.26,50.2,0.924,0
NRM-001,2025-01-02T18:00:00,229.17,2.041,0.421,35.17,50.316,0.9,0
NRM-001,2025-01-02T19:00:00,225.65,2.101,0.431,33.96,50.069,0.909,0
NRM-001,2025-01-02T20:00:00,236.45,2.41,0.506,32.31,50.124,0.888,0
NRM-001,2025-01-02T21:00:00,232.33,2.407,0.514,32.19,50.213,0.919,0
NRM-001,2025-01-02T22:00:00,232.81,1.905,0.397,30.27,50.005,0.895,0
NRM-001,2025-01-02T23:00:00,232.52,1.172,0.248,29.61,49.922,0.91,0
NRM-001,2025-01-03T00:00:00,224.22,0.485,0.095,29.84,50.045,0.874,0
NRM-001,2025-01-03T01:00:00,237.61,0.457,0.102,29.98,49.926,0.94,0
NRM-001,2025-01-03T02:00:00,226.63,0.638,0.136,30.92,50.333,0.94,0
NRM-001,2025-01-03T03:00:00,229.84,0.569,0.121,31.36,50.232,0.926,0
NRM-001,2025-01-03T04:00:00,237.53,0.355,0.077,32.72,50.078,0.912,0
NRM-001,2025-01-03T05:00:00,223.26,0.234,0.046,33.67,49.99,0.882,0
NRM-001,2025-01-03T06:00:00,231.73,0.814,0.169,34.0,50.033,0.896,0
NRM-001,2025-01-03T07:00:00,231.85,1.369,0.297,36.21,50.135,0.936,0
NRM-001,2025-01-03T08:00:00,229.32,1.859,0.388,37.23,49.783,0.91,0
NRM-001,2025-01-03T09:00:00,230.78,1.215,0.256,38.19,50.037,0.913,0
NRM-001,2025-01-03T10:00:00,238.58,1.078,0.234,39.05,49.993,0.91,0
NRM-001,2025-01-03T11:00:00,223.68,1.034,0.213,40.76,50.094,0.921,0
NRM-001,2025-01-03T12:00:00,235.17,0.839,0.184,39.44,50.031,0.933,0
NRM-001,2025-01-03T13:00:00,232.09,0.929,0.207,40.12,49.81,0.96,0
NRM-001,2025-01-03T14:00:00,232.76,0.995,0.213,39.57,50.039,0.92,0
NRM-001,2025-01-03T15:00:00,219.8,0.998,0.205,39.2,50.19,0.935,0
NRM-001,2025-01-03T16:00:00,239.02,1.096,0.245,36.55,50.161,0.935,0
NRM-001,2025-01-03T17:00:00,231.27,1.428,0.317,36.63,49.811,0.96,0
NRM-001,2025-01-03T18:00:00,231.47,1.781,0.38,34.79,50.137,0.922,0
NRM-001,2025-01-03T19:00:00,222.88,2.168,0.462,33.32,50.021,0.956,0
NRM-001,2025-01-03T20:00:00,231.01,2.315,0.499,32.57,49.906,0.933,0
NRM-001,2025-01-03T21:00:00,238.81,2.562,0.561,31.17,49.922,0.917,0
NRM-001,2025-01-03T22:00:00,236.15,1.778,0.39,30.6,50.062,0.929,0
NRM-001,2025-01-03T23:00:00,229.42,1.194,0.251,30.6,50.067,0.916,0
NRM-001,2025-01-04T00:00:00,229.42,0.339,0.07,29.63,49.902,0.901,0
NRM-001,2025-01-04T01:00:00,234.33,0.449,0.1,31.32,50.002,0.951,0
NRM-001,2025-01-04T02:00:00,222.26,0.51,0.104,29.93,49.975,0.918,0
NRM-001,2025-01-04T03:00:00,231.43,0.492,0.103,31.09,50.179,0.905,0
NRM-001,2025-01-04T04:00:00,229.2,0.416,0.087,32.98,49.932,0.913,0
NRM-001,2025-01-04T05:00:00,232.41,0.442,0.096,34.41,49.945,0.935,0
NRM-001,2025-01-04T06:00:00,235.66,0.786,0.169,35.61,50.082,0.912,0
NRM-001,2025-01-04T07:00:00,230.01,1.214,0.26,35.99,49.908,0.931,0
NRM-001,2025-01-04T08:00:00,226.76,2.024,0.403,37.7,50.017,0.878,0
NRM-001,2025-01-04T09:00:00,227.08,1.271,0.269,38.25,49.933,0.932,0
NRM-001,2025-01-04T10:00:00,233.48,0.976,0.208,39.03,50.007,0.913,0
NRM-001,2025-01-04T11:00:00,231.06,0.987,0.215,39.95,49.969,0.943,0
NRM-001,2025-01-04T12:00:00,223.95,0.998,0.208,40.74,49.925,0.931,0
NRM-001,2025-01-04T13:00:00,230.13,1.037,0.219,39.85,49.829,0.918,0
NRM-001,2025-01-04T14:00:00,234.12,1.046,0.231,40.47,49.968,0.943,0
NRM-001,2025-01-04T15:00:00,229.82,1.016,0.224,37.68,50.049,0.959,0
NRM-001,2025-01-04T16:00:00,222.65,1.21,0.237,36.82,50.107,0.88,0
NRM-001,2025-01-04T17:00:00,225.66,1.64,0.332,36.62,49.89,0.897,0
NRM-001,2025-01-04T18:00:00,236.59,1.751,0.375,35.08,50.002,0.905,0
NRM-001,2025-01-04T19:00:00,237.12,2.156,0.458,33.45,49.943,0.896,0
NRM-001,2025-01-04T20:00:00,233.63,2.411,0.517,32.96,49.947,0.918,0
NRM-001,2025-01-04T21:00:00,229.32,2.522,0.55,31.44,49.965,0.951,0
NRM-001,2025-01-04T22:00:00,224.77,1.98,0.404,30.86,49.81,0.908,0
NRM-001,2025-01-04T23:00:00,235.22,1.016,0.216,30.71,49.867,0.904,0
NRM-001,2025-01-05T00:00:00,229.6,0.411,0.085,30.68,50.15,0.9,0
NRM-001,2025-01-05T01:00:00,220.14,0.369,0.076,29.52,49.961,0.936,0
NRM-001,2025-01-05T02:00:00,230.65,0.577,0.122,30.72,49.922,0.916,0
NRM-001,2025-01-05T03:00:00,236.46,0.465,0.102,31.21,50.011,0.927,0
NRM-001,2025-01-05T04:00:00,229.16,0.475,0.098,32.9,50.141,0.9,0
NRM-001,2025-01-05T05:00:00,231.22,0.443,0.096,34.17,50.03,0.937,0
NRM-001,2025-01-05T06:00:00,231.06,0.926,0.197,34.52,50.002,0.921,0
NRM-001,2025-01-05T07:00:00,220.56,1.368,0.28,36.93,50.015,0.928,0
NRM-001,2025-01-05T08:00:00,234.64,1.889,0.399,36.81,49.903,0.9,0
NRM-001,2025-01-05T09:00:00,223.17,1.287,0.263,38.83,50.007,0.916,0
NRM-001,2025-01-05T10:00:00,235.22,1.177,0.251,39.21,49.947,0.907,0
NRM-001,2025-01-05T11:00:00,221.89,1.079,0.226,39.84,49.951,0.944,0
NRM-001,2025-01-05T12:00:00,235.45,0.722,0.157,40.08,49.943,0.924,0
NRM-001,2025-01-05T13:00:00,236.96,1.093,0.237,39.8,49.961,0.915,0
NRM-001,2025-01-05T14:00:00,227.44,0.918,0.198,39.85,50.08,0.948,0
NRM-001,2025-01-05T15:00:00,224.53,1.202,0.259,38.64,49.91,0.96,0
NRM-001,2025-01-05T16:00:00,225.67,1.41,0.287,37.5,50.109,0.902,0
NRM-001,2025-01-05T17:00:00,222.47,1.749,0.37,35.69,49.859,0.951,0
NRM-001,2025-01-05T18:00:00,228.58,1.793,0.375,33.73,49.977,0.915,0
NRM-001,2025-01-05T19:00:00,239.01,2.003,0.438,32.98,50.064,0.915,0
NRM-001,2025-01-05T20:00:00,228.87,2.568,0.543,32.34,50.055,0.924,0
NRM-001,2025-01-05T21:00:00,227.47,2.492,0.525,31.4,50.017,0.926,0
NRM-001,2025-01-05T22:00:00,231.88,1.78,0.383,31.56,49.889,0.928,0
NRM-001,2025-01-05T23:00:00,238.69,1.083,0.234,31.4,50.016,0.905,0
NRM-001,2025-01-06T00:00:00,236.85,0.467,0.098,30.07,49.947,0.886,0
NRM-001,2025-01-06T01:00:00,223.29,0.345,0.071,30.47,50.039,0.922,0
NRM-001,2025-01-06T02:00:00,228.47,0.472,0.097,30.4,49.897,0.9,0
NRM-001,2025-01-06T03:00:00,228.98,0.533,0.11,31.35,49.924,0.902,0
NRM-001,2025-01-06T04:00:00,229.98,0.513,0.109,32.74,49.835,0.924,0
NRM-001,2025-01-06T05:00:00,228.11,0.418,0.089,32.91,50.016,0.933,0
NRM-001,2025-01-06T06:00:00,236.03,0.826,0.179,35.23,50.025,0.918,0
NRM-001,2025-01-06T07:00:00,233.37,1.305,0.281,35.92,49.983,0.923,0
NRM-001,2025-01-06T08:00:00,236.27,1.823,0.395,37.27,50.079,0.917,0
NRM-001,2025-01-06T09:00:00,225.73,1.313,0.267,38.02,50.021,0.901,0
NRM-001,2025-01-06T10:00:00,230.65,1.097,0.238,39.14,50.044,0.941,0
NRM-001,2025-01-06T11:00:00,225.45,1.122,0.236,40.11,50.019,0.933,0
NRM-001,2025-01-06T12:00:00,226.07,0.908,0.191,40.0,50.012,0.93,0
NRM-001,2025-01-06T13:00:00,223.2,1.103,0.223,39.3,49.985,0.906,0
NRM-001,2025-01-06T14:00:00,220.72,1.122,0.232,39.32,49.901,0.937,0
NRM-001,2025-01-06T15:00:00,225.27,1.125,0.221,38.64,50.066,0.872,0
NRM-001,2025-01-06T16:00:00,228.44,1.289,0.272,37.69,50.109,0.924,0
NRM-001,2025-01-06T17:00:00,230.09,1.546,0.324,36.4,50.156,0.911,0
NRM-001,2025-01-06T18:00:00,228.4,1.813,0.374,33.97,50.033,0.903,0
NRM-001,2025-01-06T19:00:00,223.19,2.22,0.436,33.17,50.057,0.88,0
NRM-001,2025-01-06T20:00:00,223.44,2.33,0.481,32.35,50.043,0.924,0
NRM-001,2025-01-06T21:00:00,233.7,2.618,0.547,31.43,50.05,0.894,0
NRM-001,2025-01-06T22:00:00,227.09,1.72,0.368,30.48,49.959,0.942,0
NRM-001,2025-01-06T23:00:00,230.08,1.198,0.255,30.02,50.068,0.925,0
NRM-001,2025-01-07T00:00:00,240.74,0.476,0.107,29.44,50.375,0.933,0
NRM-001,2025-01-07T01:00:00,224.01,0.463,0.094,30.99,50.042,0.906,0
NRM-001,2025-01-07T02:00:00,222.86,0.554,0.115,30.52,49.878,0.931,0
NRM-001,2025-01-07T03:00:00,226.37,0.495,0.103,31.21,50.074,0.92,0
NRM-001,2025-01-07T04:00:00,225.25,0.348,0.071,33.18,49.943,0.905,0
NRM-001,2025-01-07T05:00:00,241.7,0.424,0.092,33.29,50.024,0.897,0
NRM-001,2025-01-07T06:00:00,224.11,1.101,0.222,35.35,50.146,0.9,0
NRM-001,2025-01-07T07:00:00,229.45,1.253,0.263,36.49,50.088,0.915,0
NRM-001,2025-01-07T08:00:00,230.28,1.768,0.375,37.18,49.782,0.921,0
NRM-001,2025-01-07T09:00:00,226.51,1.08,0.228,39.52,50.186,0.932,0
NRM-001,2025-01-07T10:00:00,227.13,1.061,0.225,39.87,49.958,0.934,0
NRM-001,2025-01-07T11:00:00,229.29,1.197,0.252,39.6,50.012,0.918,0
NRM-001,2025-01-07T12:00:00,232.9,0.84,0.179,39.43,49.972,0.915,0
NRM-001,2025-01-07T13:00:00,239.38,1.06,0.233,39.37,49.969,0.918,0
NRM-001,2025-01-07T14:00:00,235.25,0.945,0.211,38.65,49.971,0.949,0
NRM-001,2025-01-07T15:00:00,238.71,0.843,0.19,37.62,49.991,0.944,0
NRM-001,2025-01-07T16:00:00,229.14,1.497,0.294,36.56,49.943,0.857,0
NRM-001,2025-01-07T17:00:00,230.18,1.522,0.321,35.72,49.96,0.916,0
NRM-001,2025-01-07T18:00:00,225.77,1.882,0.396,35.74,49.934,0.932,0
NRM-001,2025-01-07T19:00:00,228.41,2.189,0.457,33.7,49.844,0.914,0
NRM-001,2025-01-07T20:00:00,231.86,2.369,0.495,31.73,50.116,0.901,0
NRM-001,2025-01-07T21:00:00,229.3,2.673,0.567,30.64,49.892,0.925,0
NRM-001,2025-01-07T22:00:00,233.79,1.805,0.379,30.6,49.982,0.898,0
NRM-001,2025-01-07T23:00:00,224.94,1.138,0.233,28.89,50.05,0.91,0
NRM-001,2025-01-08T00:00:00,225.94,0.523,0.106,29.22,50.119,0.897,0
NRM-001,2025-01-08T01:00:00,222.07,0.435,0.09,30.01,49.834,0.932,0
NRM-001,2025-01-08T02:00:00,230.94,0.49,0.107,30.97,50.304,0.946,0
NRM-001,2025-01-08T03:00:00,221.77,0.552,0.11,32.05,50.082,0.899,0
NRM-001,2025-01-08T04:00:00,233.77,0.411,0.087,31.49,50.171,0.905,0
NRM-001,2025-01-08T05:00:00,232.54,0.366,0.08,34.09,50.098,0.939,0
NRM-001,2025-01-08T06:00:00,221.88,0.829,0.17,35.19,50.096,0.924,0
NRM-001,2025-01-08T07:00:00,224.96,1.3,0.282,36.65,50.087,0.964,0
NRM-001,2025-01-08T08:00:00,229.9,1.875,0.412,37.57,50.122,0.956,0
NRM-001,2025-01-08T09:00:00,225.62,1.238,0.262,38.17,50.11,0.938,0
NRM-001,2025-01-08T10:00:00,226.62,1.055,0.22,40.31,50.031,0.92,0
NRM-001,2025-01-08T11:00:00,234.68,0.934,0.202,39.25,49.943,0.922,0
NRM-001,2025-01-08T12:00:00,234.18,0.877,0.195,39.91,49.98,0.949,0
NRM-001,2025-01-08T13:00:00,236.38,0.993,0.209,40.49,50.041,0.89,0
NRM-001,2025-01-08T14:00:00,219.17,1.106,0.221,40.21,49.927,0.912,0
NRM-001,2025-01-08T15:00:00,227.1,1.024,0.209,38.2,49.856,0.899,0
NRM-001,2025-01-08T16:00:00,224.84,1.264,0.253,36.73,49.948,0.89,0
NRM-001,2025-01-08T17:00:00,226.58,1.495,0.315,36.29,49.957,0.93,0
NRM-001,2025-01-08T18:00:00,227.68,1.99,0.419,35.26,49.741,0.925,0
NRM-001,2025-01-08T19:00:00,226.73,2.033,0.42,33.91,49.933,0.911,0
NRM-001,2025-01-08T20:00:00,232.59,2.279,0.494,31.75,49.974,0.932,0
NRM-001,2025-01-08T21:00:00,232.1,2.612,0.556,32.46,49.959,0.917,0
NRM-001,2025-01-08T22:00:00,227.75,1.591,0.346,30.5,49.882,0.955,0
NRM-001,2025-01-08T23:00:00,236.6,1.187,0.259,29.47,50.042,0.922,0
NRM-001,2025-01-09T00:00:00,226.89,0.3,0.064,28.94,50.057,0.941,0
NRM-001,2025-01-09T01:00:00,232.3,0.627,0.135,29.15,49.916,0.927,0
NRM-001,2025-01-09T02:00:00,230.32,0.54,0.117,29.7,49.967,0.94,0
NRM-001,2025-01-09T03:00:00,234.85,0.61,0.137,31.28,50.11,0.957,0
NRM-001,2025-01-09T04:00:00,238.56,0.543,0.121,32.92,49.921,0.934,0
NRM-001,2025-01-09T05:00:00,222.76,0.497,0.101,33.7,49.942,0.913,0
NRM-001,2025-01-09T06:00:00,228.04,0.906,0.186,35.04,50.025,0.9,0
NRM-001,2025-01-09T07:00:00,229.61,1.247,0.268,37.24,49.94,0.936,0
NRM-001,2025-01-09T08:00:00,236.17,2.022,0.414,37.14,49.936,0.867,0
NRM-001,2025-01-09T09:00:00,233.91,1.173,0.255,38.87,49.91,0.929,0
NRM-001,2025-01-09T10:00:00,226.27,1.027,0.213,39.28,50.017,0.917,0
NRM-001,2025-01-09T11:00:00,226.36,1.083,0.23,40.61,50.071,0.938,0
NRM-001,2025-01-09T12:00:00,230.93,0.962,0.207,39.68,50.129,0.932,0
NRM-001,2025-01-09T13:00:00,238.59,1.151,0.253,40.0,50.042,0.921,0
NRM-001,2025-01-09T14:00:00,229.99,1.094,0.231,39.24,50.176,0.918,0
NRM-001,2025-01-09T15:00:00,230.82,1.039,0.225,38.62,50.029,0.938,0
NRM-001,2025-01-09T16:00:00,229.68,1.227,0.259,36.94,50.021,0.919,0
NRM-001,2025-01-09T17:00:00,224.09,1.675,0.351,36.45,49.99,0.935,0
NRM-001,2025-01-09T18:00:00,232.08,1.723,0.359,34.94,50.035,0.898,0
NRM-001,2025-01-09T19:00:00,229.6,2.072,0.439,33.5,49.893,0.923,0
NRM-001,2025-01-09T20:00:00,231.65,2.318,0.507,32.86,50.073,0.944,0
NRM-001,2025-01-09T21:00:00,231.61,2.554,0.533,30.76,50.288,0.901,0
NRM-001,2025-01-09T22:00:00,224.6,1.892,0.388,30.55,49.942,0.913,0
NRM-001,2025-01-09T23:00:00,220.66,1.123,0.221,30.12,49.932,0.892,0
NRM-001,2025-01-10T00:00:00,226.56,0.428,0.088,30.47,49.961,0.908,0
NRM-001,2025-01-10T01:00:00,231.13,0.362,0.078,29.97,50.041,0.933,0
NRM-001,2025-01-10T02:00:00,231.65,0.505,0.108,30.48,50.135,0.924,0
NRM-001,2025-01-10T03:00:00,234.67,0.566,0.119,30.92,49.934,0.896,0
NRM-001,2025-01-10T04:00:00,228.77,0.523,0.108,33.09,50.0,0.902,0
NRM-001,2025-01-10T05:00:00,219.94,0.398,0.076,33.33,49.945,0.868,0
NRM-001,2025-01-10T06:00:00,226.95,0.855,0.177,34.71,50.15,0.912,0
NRM-001,2025-01-10T07:00:00,236.07,1.17,0.261,35.5,49.919,0.945,0
NRM-001,2025-01-10T08:00:00,237.63,1.632,0.361,36.89,49.986,0.931,0
NRM-001,2025-01-10T09:00:00,229.1,1.357,0.281,38.52,50.063,0.904,0
NRM-001,2025-01-10T10:00:00,228.74,1.047,0.22,39.39,50.088,0.919,0
NRM-001,2025-01-10T11:00:00,225.28,0.992,0.207,39.76,49.981,0.926,0
NRM-001,2025-01-10T12:00:00,229.91,0.885,0.184,40.23,49.89,0.904,0
NRM-001,2025-01-10T13:00:00,235.83,1.062,0.224,39.98,50.017,0.894,0
NRM-001,2025-01-10T14:00:00,233.81,1.124,0.24,38.99,49.939,0.913,0
NRM-001,2025-01-10T15:00:00,225.09,1.012,0.211,38.55,49.951,0.926,0
NRM-001,2025-01-10T16:00:00,226.31,1.389,0.286,36.99,49.985,0.91,0
NRM-001,2025-01-10T17:00:00,228.68,1.484,0.318,36.73,50.004,0.937,0
NRM-001,2025-01-10T18:00:00,230.66,1.892,0.401,35.47,50.166,0.919,0
NRM-001,2025-01-10T19:00:00,230.4,2.149,0.464,33.56,49.887,0.937,0
NRM-001,2025-01-10T20:00:00,234.53,2.159,0.484,32.96,50.019,0.956,0
NRM-001,2025-01-10T21:00:00,230.26,2.781,0.577,30.91,49.94,0.901,0
NRM-001,2025-01-10T22:00:00,228.69,1.777,0.375,30.76,49.919,0.923,0
NRM-001,2025-01-10T23:00:00,238.02,1.01,0.215,30.37,49.979,0.894,0
NRM-001,2025-01-11T00:00:00,232.09,0.355,0.074,29.68,49.932,0.899,0
NRM-001,2025-01-11T01:00:00,232.62,0.423,0.092,30.47,50.104,0.935,0
NRM-001,2025-01-11T02:00:00,234.5,0.566,0.124,30.42,49.974,0.935,0
NRM-001,2025-01-11T03:00:00,220.85,0.579,0.116,31.67,50.053,0.907,0
NRM-001,2025-01-11T04:00:00,223.24,0.407,0.083,32.25,50.017,0.913,0
NRM-001,2025-01-11T05:00:00,224.22,0.428,0.085,32.63,50.072,0.886,0
NRM-001,2025-01-11T06:00:00,223.47,0.868,0.173,34.3,49.96,0.892,0
NRM-001,2025-01-11T07:00:00,227.95,1.402,0.297,36.18,50.076,0.929,0
NRM-001,2025-01-11T08:00:00,235.58,1.89,0.406,38.03,50.177,0.912,0
NRM-001,2025-01-11T09:00:00,233.3,1.287,0.282,38.97,49.891,0.939,0
NRM-001,2025-01-11T10:00:00,224.43,1.17,0.233,39.05,50.087,0.887,0
NRM-001,2025-01-11T11:00:00,226.67,1.107,0.224,39.59,50.102,0.893,0
NRM-001,2025-01-11T12:00:00,231.04,0.912,0.201,40.66,49.912,0.954,0
NRM-001,2025-01-11T13:00:00,236.59,0.965,0.21,39.85,50.107,0.92,0
NRM-001,2025-01-11T14:00:00,224.35,1.093,0.228,39.75,49.979,0.93,0
NRM-001,2025-01-11T15:00:00,235.02,0.957,0.212,38.72,49.86,0.943,0
NRM-001,2025-01-11T16:00:00,232.04,1.336,0.283,37.15,49.976,0.913,0
NRM-001,2025-01-11T17:00:00,222.79,1.821,0.364,35.98,50.114,0.897,0
NRM-001,2025-01-11T18:00:00,232.93,1.826,0.404,34.86,49.895,0.95,0
NRM-001,2025-01-11T19:00:00,234.22,2.198,0.47,33.1,50.124,0.913,0
NRM-001,2025-01-11T20:00:00,232.88,2.239,0.488,31.8,49.952,0.936,0
NRM-001,2025-01-11T21:00:00,224.38,2.645,0.536,31.18,50.072,0.903,0
NRM-001,2025-01-11T22:00:00,231.47,1.848,0.403,30.5,50.008,0.942,0
NRM-001,2025-01-11T23:00:00,232.69,1.223,0.267,30.87,50.102,0.938,0
NRM-001,2025-01-12T00:00:00,235.29,0.245,0.054,30.11,50.005,0.938,0
NRM-001,2025-01-12T01:00:00,227.36,0.441,0.093,30.6,49.85,0.928,0
NRM-001,2025-01-12T02:00:00,231.09,0.485,0.101,30.87,49.967,0.901,0
NRM-001,2025-01-12T03:00:00,226.7,0.467,0.098,31.46,49.891,0.926,0
NRM-001,2025-01-12T04:00:00,225.8,0.463,0.097,31.98,50.049,0.928,0
NRM-001,2025-01-12T05:00:00,225.88,0.639,0.13,33.32,50.019,0.901,0
NRM-001,2025-01-12T06:00:00,225.49,0.909,0.196,34.82,50.017,0.956,0
NRM-001,2025-01-12T07:00:00,227.41,1.297,0.28,36.76,49.91,0.949,0
NRM-001,2025-01-12T08:00:00,237.73,1.891,0.418,37.19,50.007,0.93,0
NRM-001,2025-01-12T09:00:00,226.02,1.259,0.26,37.43,50.093,0.914,0
NRM-001,2025-01-12T10:00:00,230.96,1.185,0.251,39.44,50.112,0.917,0
NRM-001,2025-01-12T11:00:00,231.94,0.964,0.22,39.76,50.017,0.984,0
NRM-001,2025-01-12T12:00:00,238.67,0.848,0.182,39.29,50.053,0.899,0
NRM-001,2025-01-12T13:00:00,233.13,1.119,0.233,40.34,50.12,0.893,0
NRM-001,2025-01-12T14:00:00,229.51,1.031,0.221,39.52,50.064,0.934,0
NRM-001,2025-01-12T15:00:00,224.57,1.098,0.221,38.86,50.053,0.896,0
NRM-001,2025-01-12T16:00:00,229.51,1.397,0.285,37.94,49.953,0.889,0
NRM-001,2025-01-12T17:00:00,230.65,1.701,0.355,36.91,50.012,0.905,0
NRM-001,2025-01-12T18:00:00,230.14,1.947,0.401,35.32,50.006,0.895,0
NRM-001,2025-01-12T19:00:00,235.18,2.11,0.453,33.91,49.994,0.913,0
NRM-001,2025-01-12T20:00:00,224.13,2.398,0.508,32.48,49.913,0.945,0
NRM-001,2025-01-12T21:00:00,233.58,2.516,0.516,31.49,50.018,0.878,0
NRM-001,2025-01-12T22:00:00,231.1,1.779,0.377,29.99,50.022,0.917,0
NRM-001,2025-01-12T23:00:00,221.92,1.145,0.235,29.3,49.948,0.925,0
NRM-001,2025-01-13T00:00:00,233.94,0.528,0.11,30.18,49.876,0.89,0
NRM-001,2025-01-13T01:00:00,223.27,0.61,0.127,29.77,50.022,0.933,0
NRM-001,2025-01-13T02:00:00,233.21,0.507,0.114,30.98,49.701,0.965,0
NRM-001,2025-01-13T03:00:00,228.55,0.468,0.098,31.48,49.935,0.916,0
NRM-001,2025-01-13T04:00:00,224.58,0.588,0.123,32.17,50.068,0.932,0
NRM-001,2025-01-13T05:00:00,233.38,0.5,0.105,34.1,49.939,0.899,0
NRM-001,2025-01-13T06:00:00,235.78,0.868,0.179,35.03,49.822,0.875,0
NRM-001,2025-01-13T07:00:00,228.91,1.336,0.279,35.56,49.888,0.912,0
NRM-001,2025-01-13T08:00:00,225.78,1.849,0.395,37.87,49.953,0.946,0
NRM-001,2025-01-13T09:00:00,236.37,1.037,0.229,38.46,50.024,0.934,0
NRM-001,2025-01-13T10:00:00,233.19,1.017,0.222,39.34,50.241,0.936,0
NRM-001,2025-01-13T11:00:00,228.48,1.107,0.236,39.25,50.136,0.933,0
NRM-001,2025-01-13T12:00:00,224.7,0.755,0.159,40.54,50.005,0.937,0
NRM-001,2025-01-13T13:00:00,228.69,1.156,0.247,39.51,50.073,0.934,0
NRM-001,2025-01-13T14:00:00,223.78,1.049,0.211,38.24,49.882,0.899,0
NRM-001,2025-01-13T15:00:00,236.11,0.96,0.206,37.97,50.087,0.909,0
NRM-001,2025-01-13T16:00:00,230.01,1.364,0.288,36.93,49.903,0.918,0
NRM-001,2025-01-13T17:00:00,234.19,1.53,0.335,34.73,50.111,0.935,0
NRM-001,2025-01-13T18:00:00,227.53,2.072,0.429,35.04,50.066,0.91,0
NRM-001,2025-01-13T19:00:00,225.62,2.302,0.471,34.37,50.079,0.907,0
NRM-001,2025-01-13T20:00:00,232.48,2.343,0.499,32.67,49.797,0.916,0
